,genome_id,genome_name,taxon_id,ampicillin,amoxicillin_clavulanic_acid,cefoxitin,ceftriaxone,chloramphenicol,ciprofloxacin,gentamicin,streptomycin,tetracycline,trimethoprim_sulphamethoxazole,meropenem,cefepime,ceftazidime,piperacillin_tazobactam,amikacin,ampicillin_sulbactam,cefotaxime,cefalothin,ertapenem,imipenem,levofloxacin,nitrofurantoin,tigecycline,cefazolin,aztreonam,cefuroxime,tobramycin,trimethoprim,amoxicillin,colistin,norfloxacin,sulfamethoxazole
2128,562.56815,Escherichia coli strain 479-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2129,562.56819,Escherichia coli strain 48-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2130,562.56818,Escherichia coli strain 480-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2131,562.56813,Escherichia coli strain 481-14,562,resistant,,resistant,,,resistant,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2132,562.56817,Escherichia coli strain 481-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2133,562.42749,Escherichia coli strain 482,562,resistant,resistant,resistant,resistant,,resistant,susceptible,,susceptible,resistant,susceptible,resistant,resistant,intermediate,susceptible,,,,susceptible,,resistant,,,,,,resistant,,,,,
2134,562.56820,Escherichia coli strain 482-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2135,562.42750,Escherichia coli strain 483,562,resistant,intermediate,susceptible,resistant,,resistant,resistant,,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,,,,susceptible,,resistant,susceptible,,resistant,,,resistant,,,,,
2136,562.56821,Escherichia coli strain 483-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2137,562.56822,Escherichia coli strain 484-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2138,562.56823,Escherichia coli strain 485-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2139,562.56824,Escherichia coli strain 486-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2140,562.56828,Escherichia coli strain 487-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2141,562.56827,Escherichia coli strain 488-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2142,562.56829,Escherichia coli strain 489-16,562,resistant,,resistant,,,resistant,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2143,562.56826,Escherichia coli strain 49-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2144,562.56830,Escherichia coli strain 490-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2145,562.56825,Escherichia coli strain 491-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2146,562.56831,Escherichia coli strain 492-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2147,562.56832,Escherichia coli strain 493-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2148,562.56833,Escherichia coli strain 494-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2149,562.56836,Escherichia coli strain 495-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2150,562.56835,Escherichia coli strain 496-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2151,562.56834,Escherichia coli strain 497-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2152,562.56838,Escherichia coli strain 498-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2153,562.56837,Escherichia coli strain 499-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2154,562.56852,Escherichia coli strain 5-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2155,562.56841,Escherichia coli strain 50-16,562,resistant,,resistant,,,resistant,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2156,562.56839,Escherichia coli strain 500-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2157,562.7782,Escherichia coli strain 500094,562,resistant,,,susceptible,resistant,susceptible,susceptible,resistant,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,resistant,resistant
2158,562.7677,Escherichia coli strain 500095,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,susceptible,susceptible
2159,562.7791,Escherichia coli strain 500193,562,resistant,,,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,susceptible,resistant
2160,562.7631,Escherichia coli strain 500197_aEPEC,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,susceptible,susceptible
2161,562.7690,Escherichia coli strain 500275_aEPEC,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,susceptible,susceptible
2162,562.7699,Escherichia coli strain 500618_aEPEC,562,resistant,,,susceptible,resistant,resistant,intermediate,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,resistant,resistant,,,resistant,resistant
2163,562.7771,Escherichia coli strain 500858_aEPEC,562,resistant,,,susceptible,susceptible,resistant,resistant,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,resistant,susceptible,,,resistant,susceptible
2164,562.7629,Escherichia coli strain 500864_aEPEC,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,susceptible,susceptible
2165,562.7695,Escherichia coli strain 500989,562,resistant,,,resistant,resistant,susceptible,susceptible,susceptible,resistant,,susceptible,susceptible,resistant,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,resistant,susceptible
2166,562.56840,Escherichia coli strain 501-16,562,resistant,,resistant,,,resistant,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2167,562.7625,Escherichia coli strain 501016,562,resistant,,,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,susceptible,resistant
2168,562.7656,Escherichia coli strain 501029_aEPEC,562,resistant,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,susceptible,susceptible
2169,562.56842,Escherichia coli strain 502-16,562,resistant,,resistant,,,resistant,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2170,562.56843,Escherichia coli strain 503-16,562,resistant,,resistant,,,resistant,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2171,562.7749,Escherichia coli strain 503023,562,susceptible,,,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,susceptible,resistant
2172,562.7572,Escherichia coli strain 503028_aEPEC,562,resistant,,,susceptible,resistant,resistant,susceptible,susceptible,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,resistant,susceptible
2173,562.7628,Escherichia coli strain 503130_aEPEC,562,resistant,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,susceptible,resistant
2174,562.7580,Escherichia coli strain 503225_aEPEC,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,resistant,susceptible
2175,562.7762,Escherichia coli strain 503238_aEPEC,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,susceptible,susceptible
2176,562.7725,Escherichia coli strain 503256,562,resistant,,,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,susceptible,resistant
2177,562.7703,Escherichia coli strain 503320,562,resistant,,,susceptible,susceptible,resistant,resistant,susceptible,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,resistant,resistant,,,resistant,resistant
2178,562.7722,Escherichia coli strain 503331,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,resistant,resistant
2179,562.7693,Escherichia coli strain 503459_aEPEC,562,susceptible,,,susceptible,resistant,resistant,susceptible,susceptible,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,resistant,resistant
2180,562.7578,Escherichia coli strain 503537_aEPEC,562,resistant,,,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,resistant,susceptible
2181,562.7747,Escherichia coli strain 503662_aEPEC,562,resistant,,,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,resistant,resistant,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,susceptible,susceptible
2182,562.7774,Escherichia coli strain 503891_aEPEC,562,susceptible,,,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,susceptible,resistant
2183,562.7767,Escherichia coli strain 503947_aEPEC,562,resistant,,,susceptible,resistant,susceptible,susceptible,resistant,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,resistant,resistant
2184,562.56844,Escherichia coli strain 504-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2185,562.7576,Escherichia coli strain 504005_aEPEC,562,resistant,,,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,susceptible,resistant
2186,562.7706,Escherichia coli strain 504180,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,susceptible,susceptible
2187,562.7696,Escherichia coli strain 504225_aEPEC,562,resistant,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,resistant,resistant
2188,562.7698,Escherichia coli strain 504300_aEPEC,562,resistant,,,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,resistant,resistant,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,resistant,susceptible
2189,562.7709,Escherichia coli strain 504324,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,resistant,susceptible
2190,562.7707,Escherichia coli strain 504528,562,resistant,,,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,susceptible,resistant
2191,562.7573,Escherichia coli strain 504647_aEPEC,562,resistant,,,susceptible,susceptible,resistant,resistant,susceptible,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,resistant,resistant,,,resistant,resistant
2192,562.7710,Escherichia coli strain 504718,562,resistant,,,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,susceptible,resistant
2193,562.7650,Escherichia coli strain 504821_aEPEC,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,susceptible,susceptible
2194,562.7660,Escherichia coli strain 504888_aEPEC,562,resistant,,,susceptible,susceptible,resistant,resistant,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,resistant,susceptible,,,resistant,susceptible
2195,562.56850,Escherichia coli strain 505-16,562,resistant,,resistant,,,resistant,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2196,562.7742,Escherichia coli strain 505148,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,intermediate,susceptible
2197,562.7568,Escherichia coli strain 505393_aEPEC,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,susceptible,susceptible
2198,562.7753,Escherichia coli strain 505513_aEPEC,562,resistant,,,susceptible,resistant,susceptible,susceptible,resistant,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,intermediate,resistant
2199,562.7635,Escherichia coli strain 505545,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,susceptible,resistant
2200,562.56849,Escherichia coli strain 506-16,562,resistant,,resistant,,,resistant,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2201,562.56847,Escherichia coli strain 507-16,562,resistant,,resistant,,,resistant,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2202,562.56845,Escherichia coli strain 509-16,562,resistant,,resistant,,,resistant,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2203,562.56851,Escherichia coli strain 51-16,562,resistant,,resistant,,,resistant,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2204,562.56848,Escherichia coli strain 510-16,562,resistant,,resistant,,,resistant,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2205,562.56846,Escherichia coli strain 511-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2206,562.56853,Escherichia coli strain 512-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2207,562.56854,Escherichia coli strain 52-16,562,resistant,,resistant,,,resistant,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2208,562.56858,Escherichia coli strain 53-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2209,562.56855,Escherichia coli strain 531-12,562,resistant,,resistant,,,resistant,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2210,562.56861,Escherichia coli strain 590-14,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2211,562.16466,Escherichia coli strain 5CRE51,562,resistant,resistant,resistant,resistant,resistant,resistant,resistant,,resistant,resistant,resistant,resistant,resistant,resistant,susceptible,,,,resistant,resistant,,susceptible,Not defined,resistant,resistant,,resistant,resistant,,resistant,resistant,
2212,562.56862,Escherichia coli strain 6-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2213,562.42751,Escherichia coli strain 60,562,resistant,intermediate,intermediate,susceptible,,resistant,susceptible,,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,,,,susceptible,,resistant,susceptible,,,,,susceptible,,,,,
2214,562.7640,Escherichia coli strain 602206,562,resistant,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,resistant,susceptible
2215,562.7566,Escherichia coli strain 602370_aEPEC,562,resistant,,,susceptible,susceptible,susceptible,susceptible,resistant,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,susceptible,resistant
2216,562.56860,Escherichia coli strain 689-15,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2217,562.56859,Escherichia coli strain 690-15,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2218,562.56863,Escherichia coli strain 7-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2219,562.7632,Escherichia coli strain 700149,562,resistant,,,susceptible,susceptible,susceptible,susceptible,resistant,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,intermediate,resistant
2220,562.7638,Escherichia coli strain 700851,562,resistant,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,susceptible,susceptible
2221,562.7788,Escherichia coli strain 700863,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,susceptible,susceptible
2222,562.56856,Escherichia coli strain 701-14,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2223,562.56857,Escherichia coli strain 701-15,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2224,562.7713,Escherichia coli strain 702328,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,susceptible,susceptible
2225,562.7666,Escherichia coli strain 702566,562,resistant,,,susceptible,susceptible,susceptible,susceptible,susceptible,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,resistant,resistant
2226,562.7746,Escherichia coli strain 702745_aEPEC,562,resistant,,,susceptible,susceptible,susceptible,susceptible,resistant,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,resistant,resistant
2227,562.7708,Escherichia coli strain 702797,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,susceptible,susceptible
2228,562.7686,Escherichia coli strain 702890_aEPEC,562,resistant,,,susceptible,susceptible,susceptible,susceptible,resistant,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,resistant,resistant
2229,562.7652,Escherichia coli strain 702898_aEPEC,562,resistant,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,susceptible,susceptible
2230,562.7729,Escherichia coli strain 702971,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,susceptible,susceptible
2231,562.7691,Escherichia coli strain 703063,562,resistant,,,resistant,susceptible,susceptible,susceptible,resistant,resistant,,susceptible,susceptible,resistant,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,resistant,resistant
2232,562.7784,Escherichia coli strain 703108,562,resistant,,,susceptible,resistant,susceptible,susceptible,resistant,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,susceptible,resistant
2233,562.7756,Escherichia coli strain 703128,562,resistant,,,resistant,susceptible,susceptible,susceptible,resistant,resistant,,susceptible,susceptible,resistant,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,resistant,resistant
2234,562.7623,Escherichia coli strain 703258_aEPEC,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,susceptible,susceptible
2235,562.7736,Escherichia coli strain 703273,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,susceptible,susceptible,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,susceptible,,,susceptible,susceptible
2236,562.7724,Escherichia coli strain 703753,562,susceptible,,,susceptible,susceptible,susceptible,susceptible,resistant,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,susceptible,resistant
2237,562.7770,Escherichia coli strain 703975_aEPEC,562,resistant,,,susceptible,resistant,susceptible,susceptible,resistant,resistant,,susceptible,susceptible,susceptible,,susceptible,,,,,,,susceptible,,,,,susceptible,resistant,,,susceptible,resistant
2238,562.42752,Escherichia coli strain 71,562,resistant,susceptible,susceptible,susceptible,,susceptible,susceptible,,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,,,,susceptible,,susceptible,,,susceptible,,,susceptible,,,,,
2239,562.56864,Escherichia coli strain 721-15,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2240,562.56865,Escherichia coli strain 739-12,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2241,562.56866,Escherichia coli strain 740-12,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2242,562.42753,Escherichia coli strain 76,562,resistant,susceptible,intermediate,susceptible,,resistant,susceptible,,susceptible,resistant,susceptible,susceptible,susceptible,susceptible,susceptible,,,,susceptible,,resistant,susceptible,,,,,susceptible,,,,,
2243,562.56873,Escherichia coli strain 761-14,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2244,562.56871,Escherichia coli strain 763-14,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2245,562.56869,Escherichia coli strain 765-14,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2246,562.56867,Escherichia coli strain 767-14,562,resistant,,resistant,,,resistant,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2247,562.42754,Escherichia coli strain 78,562,resistant,resistant,susceptible,susceptible,,susceptible,susceptible,,susceptible,susceptible,susceptible,susceptible,susceptible,intermediate,susceptible,,,,susceptible,,susceptible,susceptible,,,,,susceptible,,,,,
2248,562.56872,Escherichia coli strain 784-12,562,resistant,,resistant,,,resistant,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2249,562.42755,Escherichia coli strain 8,562,susceptible,resistant,resistant,resistant,susceptible,resistant,susceptible,,resistant,resistant,intermediate,resistant,resistant,,susceptible,,,,resistant,susceptible,resistant,,,resistant,resistant,,resistant,,,susceptible,,
2250,562.56868,Escherichia coli strain 8-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2251,562.17359,Escherichia coli strain 81009,562,,,,,susceptible,resistant,susceptible,,,resistant,susceptible,,resistant,,susceptible,,resistant,,susceptible,susceptible,,,,,resistant,,,,,susceptible,,
2252,562.56870,Escherichia coli strain 83-16,562,resistant,,resistant,,,resistant,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2253,562.42756,Escherichia coli strain 84,562,resistant,susceptible,susceptible,resistant,,resistant,susceptible,,susceptible,resistant,susceptible,intermediate,resistant,susceptible,susceptible,,,,susceptible,,resistant,susceptible,,resistant,,,susceptible,,,,,
2254,562.42757,Escherichia coli strain 85,562,resistant,resistant,resistant,resistant,,susceptible,resistant,,resistant,resistant,susceptible,susceptible,resistant,susceptible,susceptible,,,,susceptible,,susceptible,intermediate,,,,,susceptible,,,,,
2255,562.56875,Escherichia coli strain 856-14,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2256,562.42758,Escherichia coli strain 86,562,resistant,susceptible,susceptible,susceptible,,resistant,susceptible,,susceptible,susceptible,susceptible,resistant,susceptible,susceptible,susceptible,,,,resistant,,susceptible,resistant,,,,,susceptible,,,,,
2257,562.56874,Escherichia coli strain 86-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2258,562.56877,Escherichia coli strain 9-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2259,562.56876,Escherichia coli strain 90-16,562,resistant,,resistant,,,,,,,,susceptible,,resistant,,,,resistant,,,susceptible,,,,,,,,,,susceptible,,
2260,562.65074,Escherichia coli strain AMC_0,562,susceptible,susceptible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,562.65073,Escherichia coli strain AMC_1,562,resistant,resistant,,,,,,,,,,,,,,,,,,,,,,,,,,,resistant,,,
2262,562.65411,Escherichia coli strain AMC_10,562,resistant,resistant,,,,,,,,,,,,,,,,,,,,,,,,,,,resistant,,,
2263,562.64968,Escherichia coli strain AMC_100,562,resistant,susceptible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,562.64955,Escherichia coli strain AMC_101,562,susceptible,susceptible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,562.64956,Escherichia coli strain AMC_102,562,susceptible,susceptible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,562.64958,Escherichia coli strain AMC_103,562,susceptible,susceptible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
